POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,AMOUNT_LC,DUMMY_ISU,ZEUGN
4,10185,NE00,BP,42690695,1,,,,,NE00,BP,,115,CS,,21-060-2,20241007,,20250930,,,340004875641036854,340004875641036854,340004875641036854,1982,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-060-3,,,,NPALLET-I1,X,330337162053829669,330337162053829669,330337162053829669,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10714,NE00,BP,4106090830,1,,,,,NE00,BP,,72,CS,,21-060-3,20240604,,20260430,,,330337162053829669,330337162053829669,330337162053829669,1984,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-060-4,,,,NPALLET-I1,X,340004875641038421,340004875641038421,340004875641038421,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10185,NE00,BP,42690695,1,,,,,NE00,BP,,115,CS,,21-060-4,20241007,,20250930,,,340004875641038421,340004875641038421,340004875641038421,1986,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-060-5,,,,NPALLET-I1,X,330337162053773603,330337162053773603,330337162053773603,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10724,NE00,BP,4080090830,1,,,,,NE00,BP,,32,CS,,21-060-5,20240507,,20260331,,,330337162053773603,330337162053773603,330337162053773603,1988,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-060-6,,,,NPALLET-I1,X,376130328215646780,376130328215646780,376130328215646780,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4009969021,1,,,,,NE00,BP,,126,CS,,21-060-6,20240206,,20251231,,,376130328215646780,376130328215646780,376130328215646780,1990,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-060-7,,,,NPALLET-I1,X,340004875640883374,340004875640883374,340004875640883374,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,21-060-7,20240903,,20251130,,,340004875640883374,340004875640883374,340004875640883374,1992,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-1,,,,NPALLET-I1,X,350001610324383380,350001610324383380,350001610324383380,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10451,NE00,BP,4247093102,1,,,,,NE00,BP,,57,CS,,21-061-1,20241002,,20260331,,,350001610324383380,350001610324383380,350001610324383380,1994,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-2,,,,NPALLET-I1,X,384101007340714566,384101007340714566,384101007340714566,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9550,NE00,BP,42120291A,1,,,,,NE00,BP,,50,CS,,21-061-2,20240815,,20250430,,,384101007340714566,384101007340714566,384101007340714566,1996,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-3,,,,NPALLET-I1,X,340004875240769832,340004875240769832,340004875240769832,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10207,NE00,BP,42290695,1,,,,,NE00,BP,,80,CS,,21-061-3,20240830,,20260228,,,340004875240769832,340004875240769832,340004875240769832,1998,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-4,,,,NPALLET-I1,X,376130442230054679,376130442230054679,376130442230054679,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9209,NE00,BP,42070357,1,,,,,NE00,BP,,100,CS,,21-061-4,20240816,,20250430,,,376130442230054679,376130442230054679,376130442230054679,2000,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-5,,,,NPALLET-I1,X,350103474892695866,350103474892695866,350103474892695866,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8577,NE00,BP,42201092,1,,,,,NE00,BP,,300,CS,,21-061-5,20240916,,20260228,,,350103474892695866,350103474892695866,350103474892695866,2002,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-6,,,,NPALLET-I1,X,340004875640999792,340004875640999792,340004875640999792,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10200,NE00,BP,42590695,1,,,,,NE00,BP,,225,CS,,21-061-6,20240930,,20251231,,,340004875640999792,340004875640999792,340004875640999792,2004,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-061-7,,,,NPALLET-I1,X,330337162082253039,330337162082253039,330337162082253039,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10391,NE00,BP,4233090890,1,,,,,NE00,BP,,114,CS,,21-061-7,20240917,,20260731,,,330337162082253039,330337162082253039,330337162082253039,2006,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-1,,,,NPALLET-I1,X,350001610324343599,350001610324343599,350001610324343599,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10457,NE00,BP,4216093102,1,,,,,NE00,BP,,54,CS,,21-062-1,20240911,,20260228,,,350001610324343599,350001610324343599,350001610324343599,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-2,,,,NPALLET-I1,X,350001610341868181,350001610341868181,350001610341868181,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10674,NE00,BP,4165093111,1,,,,,NE00,BP,,36,CS,,21-062-2,20240919,,20251231,,,350001610341868181,350001610341868181,350001610341868181,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-3,,,,NPALLET-I1,X,340004875641038438,340004875641038438,340004875641038438,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10185,NE00,BP,42690695,1,,,,,NE00,BP,,115,CS,,21-062-3,20241007,,20250930,,,340004875641038438,340004875641038438,340004875641038438,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-4,,,,NPALLET-I1,X,376130328295340271,376130328295340271,376130328295340271,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4009969021,1,,,,,NE00,BP,,126,CS,,21-062-4,20240206,,20251231,,,376130328295340271,376130328295340271,376130328295340271,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-5,,,,NPALLET-I1,X,340004875640884012,340004875640884012,340004875640884012,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,21-062-5,20240905,,20251130,,,340004875640884012,340004875640884012,340004875640884012,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-6,,,,NPALLET-I1,X,350001610342009811,350001610342009811,350001610342009811,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10629,NE00,BP,4255093111,1,,,,,NE00,BP,,36,CS,,21-062-6,20241008,,20260331,,,350001610342009811,350001610342009811,350001610342009811,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-7,,,,NPALLET-I1,X,340004875640882858,340004875640882858,340004875640882858,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,21-062-7,20240903,,20251130,,,340004875640882858,340004875640882858,340004875640882858,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-062-8,,,,NPALLET-I1,X,350114768009121499,350114768009121499,350114768009121499,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42320953,1,,,,,NE00,BP,,24,CS,,21-062-8,20240919,,20250831,,,350114768009121499,350114768009121499,350114768009121499,2022,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-1,,,,NPALLET-I1,X,376130308202813593,376130308202813593,376130308202813593,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10453,NE00,BP,4251093102,1,,,,,NE00,BP,,27,CS,,21-063-1,20240918,,20260331,,,376130308202813593,376130308202813593,376130308202813593,2024,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-3,,,,NPALLET-I1,X,350114768008796919,350114768008796919,350114768008796919,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9342,NE00,BP,41820953,1,,,,,NE00,BP,,50,CS,,21-063-3,20240821,,20250630,,,350114768008796919,350114768008796919,350114768008796919,2026,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-4,,,,NPALLET-I1,X,350001610342036442,350001610342036442,350001610342036442,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10633,NE00,BP,4271093111,1,,,,,NE00,BP,,36,CS,,21-063-4,20241008,,20260331,,,350001610342036442,350001610342036442,350001610342036442,2028,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-5,,,,NPALLET-I1,X,376130328215646667,376130328215646667,376130328215646667,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4009969021,1,,,,,NE00,BP,,126,CS,,21-063-5,20240206,,20251231,,,376130328215646667,376130328215646667,376130328215646667,2030,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-065-5,,,,NPALLET-I1,X,350001610342037180,350001610342037180,350001610342037180,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10633,NE00,BP,4271093111,1,,,,,NE00,BP,,36,CS,,21-065-5,20241008,,20260331,,,350001610342037180,350001610342037180,350001610342037180,2032,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-066-5,,,,NPALLET-I1,X,376130328215646896,376130328215646896,376130328215646896,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4009969021,1,,,,,NE00,BP,,126,CS,,21-066-5,20240206,,20251231,,,376130328215646896,376130328215646896,376130328215646896,2034,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-064-6,,,,NPALLET-I1,X,376130355105052963,376130355105052963,376130355105052963,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9891,NE00,BP,42070948,1,,,,,NE00,BP,,6,CS,,21-064-6,20241009,,20250228,,,376130355105052963,376130355105052963,376130355105052963,2036,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-065-6,,,,NPALLET-I1,X,340004875240804922,340004875240804922,340004875240804922,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10429,NE00,BP,42460695,1,,,,,NE00,BP,,115,CS,,21-065-6,20240919,,20260331,,,340004875240804922,340004875240804922,340004875240804922,2038,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-066-6,,,,NPALLET-I1,X,340004875240605796,340004875240605796,340004875240605796,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10271,NE00,BP,41690695,1,,,,,NE00,BP,,36,CS,,21-066-6,20240701,,20251231,,,340004875240605796,340004875240605796,340004875240605796,2040,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-7,,,,NPALLET-I1,X,340004875640882865,340004875640882865,340004875640882865,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10833,NE00,BP,42320695,1,,,,,NE00,BP,,115,CS,,21-063-7,20240903,,20251130,,,340004875640882865,340004875640882865,340004875640882865,2042,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-064-7,,,,NPALLET-I1,X,350001610342006421,350001610342006421,350001610342006421,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10640,NE00,BP,4252093111,1,,,,,NE00,BP,,32,CS,,21-064-7,20241003,,20260331,,,350001610342006421,350001610342006421,350001610342006421,2044,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-063-8,,,,NPALLET-I1,X,350001610370481085,350001610370481085,350001610370481085,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10675,NE00,BP,4237093109,1,,,,,NE00,BP,,28,CS,,21-063-8,20241003,,20260228,,,350001610370481085,350001610370481085,350001610370481085,2046,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-066-8,,,,NPALLET-I1,X,340004875530249501,340004875530249501,340004875530249501,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10367,NE00,BP,32780695,8,,,,,NE00,BP,,123,CS,,21-066-8,20231018,,20241031,,,340004875530249501,340004875530249501,340004875530249501,2048,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-1,,,,NPALLET-I1,X,350001610324424380,350001610324424380,350001610324424380,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10524,NE00,BP,4263093102,1,,,,,NE00,BP,,38,CS,,21-067-1,20240927,,20260331,,,350001610324424380,350001610324424380,350001610324424380,2050,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-2,,,,NPALLET-I1,X,340004875640989434,340004875640989434,340004875640989434,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10200,NE00,BP,42560695,1,,,,,NE00,BP,,225,CS,,21-067-2,20241002,,20251231,,,340004875640989434,340004875640989434,340004875640989434,2052,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-3,,,,NPALLET-I1,X,376130308202808353,376130308202808353,376130308202808353,2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-067-3,20241008,,20250430,,,376130308202808353,376130308202808353,376130308202808353,2054,2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-4,,,,NPALLET-I1,X,340004875640989892,340004875640989892,340004875640989892,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10188,NE00,BP,42560695,1,,,,,NE00,BP,,115,CS,,21-067-4,20240930,,20250930,,,340004875640989892,340004875640989892,340004875640989892,2056,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-5,,,,NPALLET-I1,X,350114769003434868,350114769003434868,350114769003434868,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7947,NE00,BP,42470952,1,,,,,NE00,BP,,15,CS,,21-067-5,20240930,,20250630,,,350114769003434868,350114769003434868,350114769003434868,2058,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-6,,,,NPALLET-I1,X,376130308202739831,376130308202739831,376130308202739831,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4184T931,1,,,,,NE00,BP,,105,CS,,21-067-6,20240708,,20260531,,,376130308202739831,376130308202739831,376130308202739831,2060,2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-067-8,,,,NPALLET-I1,X,350103475120218468,350103475120218468,350103475120218468,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9758,NE00,BP,42204826,1,,,,,NE00,BP,,112,CS,,21-067-8,20240816,,20250331,,,350103475120218468,350103475120218468,350103475120218468,2062,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-1,,,,NPALLET-I1,X,350001610324368479,350001610324368479,350001610324368479,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10455,NE00,BP,4237093102,1,,,,,NE00,BP,,26,CS,,21-068-1,20240904,,20260228,,,350001610324368479,350001610324368479,350001610324368479,2064,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-2,,,,NPALLET-I1,X,376130340111457352,376130340111457352,376130340111457352,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10569,NE00,BP,42359718G0,1,,,,,NE00,BP,,160,CS,,21-068-2,20240912,,20260228,,,376130340111457352,376130340111457352,376130340111457352,2066,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-3,,,,NPALLET-I1,X,350001610370244123,350001610370244123,350001610370244123,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10250,NE00,BP,4130093109,1,,,,,NE00,BP,,24,CS,,21-068-3,20240717,,20251130,,,350001610370244123,350001610370244123,350001610370244123,2068,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-4,,,,NPALLET-I1,X,350001610370473516,350001610370473516,350001610370473516,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10668,NE00,BP,4221093109,1,,,,,NE00,BP,,28,CS,,21-068-4,20240918,,20260228,,,350001610370473516,350001610370473516,350001610370473516,2070,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-5,,,,NPALLET-I1,X,350114769003434875,350114769003434875,350114769003434875,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7947,NE00,BP,42470952,1,,,,,NE00,BP,,15,CS,,21-068-5,20240930,,20250630,,,350114769003434875,350114769003434875,350114769003434875,2072,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-6,,,,NPALLET-I1,X,376130308202739848,376130308202739848,376130308202739848,2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4184T931,1,,,,,NE00,BP,,105,CS,,21-068-6,20240708,,20260531,,,376130308202739848,376130308202739848,376130308202739848,2074,2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-7,,,,NPALLET-I1,X,350001610370479983,350001610370479983,350001610370479983,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10685,NE00,BP,4237093109,1,,,,,NE00,BP,,28,CS,,21-068-7,20240918,,20260228,,,350001610370479983,350001610370479983,350001610370479983,2076,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-068-8,,,,NPALLET-I1,X,350114768009236278,350114768009236278,350114768009236278,2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42520953,1,,,,,NE00,BP,,24,CS,,21-068-8,20240927,,20250930,,,350114768009236278,350114768009236278,350114768009236278,2078,2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-1,,,,NPALLET-I1,X,350001610342035742,350001610342035742,350001610342035742,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10633,NE00,BP,4270093111,1,,,,,NE00,BP,,26,CS,,21-069-1,20241008,,20260331,,,350001610342035742,350001610342035742,350001610342035742,2080,2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-2,,,,NPALLET-I1,X,376130340111460062,376130340111460062,376130340111460062,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10574,NE00,BP,42369718F0,1,,,,,NE00,BP,,160,CS,,21-069-2,20240913,,20260228,,,376130340111460062,376130340111460062,376130340111460062,2082,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-3,,,,NPALLET-I1,X,376130308202808025,376130308202808025,376130308202808025,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-069-3,20241008,,20250430,,,376130308202808025,376130308202808025,376130308202808025,2084,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-4,,,,NPALLET-I1,X,330222274393642095,330222274393642095,330222274393642095,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10194,NE00,BP,4163091494,1,,,,,NE00,BP,,390,CS,,21-069-4,20240710,,20260531,,,330222274393642095,330222274393642095,330222274393642095,2086,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-5,,,,NPALLET-I1,X,376130308202806199,376130308202806199,376130308202806199,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-069-5,20241008,,20250430,,,376130308202806199,376130308202806199,376130308202806199,2088,2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-6,,,,NPALLET-I1,X,376130308202739817,376130308202739817,376130308202739817,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4184T931,1,,,,,NE00,BP,,105,CS,,21-069-6,20240708,,20260531,,,376130308202739817,376130308202739817,376130308202739817,2090,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-069-7,,,,NPALLET-I1,X,350001610341968485,350001610341968485,350001610341968485,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10228,NE00,BP,4221093111,1,,,,,NE00,BP,,36,CS,,21-069-7,20240918,,20260228,,,350001610341968485,350001610341968485,350001610341968485,2092,2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-1,,,,NPALLET-I1,X,350001610341950558,350001610341950558,350001610341950558,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10233,NE00,BP,4209093111,1,,,,,NE00,BP,,40,CS,,21-070-1,20240830,,20260131,,,350001610341950558,350001610341950558,350001610341950558,2094,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-3,,,,NPALLET-I1,X,376130308202806182,376130308202806182,376130308202806182,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-070-3,20241008,,20250430,,,376130308202806182,376130308202806182,376130308202806182,2096,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-4,,,,NPALLET-I1,X,340004875240605512,340004875240605512,340004875240605512,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10271,NE00,BP,41690695,1,,,,,NE00,BP,,360,CS,,21-070-4,20240701,,20251231,,,340004875240605512,340004875240605512,340004875240605512,2098,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-5,,,,NPALLET-I1,X,376130308202800296,376130308202800296,376130308202800296,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42679766,1,,,,,NE00,BP,,126,CS,,21-070-5,20241002,,20250630,,,376130308202800296,376130308202800296,376130308202800296,2100,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-6,,,,NPALLET-I1,X,376130308202808209,376130308202808209,376130308202808209,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9897,NE00,BP,42754182,1,,,,,NE00,BP,,8,CS,,21-070-6,20241008,,20250430,,,376130308202808209,376130308202808209,376130308202808209,2102,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,21-070-7,,,,NPALLET-I1,X,340004875530276330,340004875530276330,340004875530276330,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10365,NE00,BP,33040695,8,,,,,NE00,BP,,100,CS,,21-070-7,20231117,,20241031,,,340004875530276330,340004875530276330,340004875530276330,2104,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
