POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,AMOUNT_LC,DUMMY_ISU,ZEUGN
4,8516,NE00,BP,42244182,1,,,,,NE00,BP,,6,CS,,34-006-5,20240814,,20250430,,,376130308202762891,376130308202762891,376130308202762891,11026,11025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-006-6,,,,NPALLET-I1,X,376130339782740351,376130339782740351,376130339782740351,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9336,NE00,BP,4204080621,1,,,,,NE00,BP,,60,CS,,34-006-6,20241002,,20260722,,,376130339782740351,376130339782740351,376130339782740351,11028,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-006-7,,,,NPALLET-I1,X,376130308202762860,376130308202762860,376130308202762860,11029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8516,NE00,BP,42244182,1,,,,,NE00,BP,,6,CS,,34-006-7,20240814,,20250430,,,376130308202762860,376130308202762860,376130308202762860,11030,11029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-007-2,,,,NPALLET-E1,X,350103471816883934,350103471816883934,350103471816883934,11031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7958,NE00,BP,42340810A1,1,,,,,NE00,BP,,5,CS,,34-007-2,20241008,,20250820,,,350103471816883934,350103471816883934,350103471816883934,11032,11031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-007-3,,,,NPALLET-I1,X,376130308202801026,376130308202801026,376130308202801026,11033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42071042H,1,,,,,NE00,BP,,320,CS,,34-007-3,20241002,,20250731,,,376130308202801026,376130308202801026,376130308202801026,11034,11033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-007-4,,,,NPALLET-I1,X,376130308202800425,376130308202800425,376130308202800425,11035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42121042D,1,,,,,NE00,BP,,320,CS,,34-007-4,20241001,,20250731,,,376130308202800425,376130308202800425,376130308202800425,11036,11035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-007-5,,,,NPALLET-I1,X,376130308202800449,376130308202800449,376130308202800449,11037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42131042H,1,,,,,NE00,BP,,320,CS,,34-007-5,20241001,,20250731,,,376130308202800449,376130308202800449,376130308202800449,11038,11037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-007-6,,,,NPALLET-I1,X,376130308202762877,376130308202762877,376130308202762877,11039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8516,NE00,BP,42244182,1,,,,,NE00,BP,,6,CS,,34-007-6,20240814,,20250430,,,376130308202762877,376130308202762877,376130308202762877,11040,11039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-007-7,,,,NPALLET-I1,X,350103475160035445,350103475160035445,350103475160035445,11041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9772,NE00,BP,42563451,1,,,,,NE00,BP,,25,CS,,34-007-7,20241004,,20250831,,,350103475160035445,350103475160035445,350103475160035445,11042,11041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-008-2,,,,NPALLET-E1,X,350103471814206162,350103471814206162,350103471814206162,11043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10925,NE00,BP,4044428220,1,,,,,NE00,BP,,1,CS,,34-008-2,20240514,,20251104,,,350103471814206162,350103471814206162,350103471814206162,11044,11043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-008-3,,,,NPALLET-I1,X,350114768009377131,350114768009377131,350114768009377131,11045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42670953,1,,,,,NE00,BP,,12,CS,,34-008-3,20241004,,20250630,,,350114768009377131,350114768009377131,350114768009377131,11046,11045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-008-4,,,,NPALLET-I1,X,376130425022009637,376130425022009637,376130425022009637,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10641,NE00,BP,42389718G0,1,,,,,NE00,BP,,160,CS,,34-008-4,20240913,,20260228,,,376130425022009637,376130425022009637,376130425022009637,11048,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-008-5,,,,NPALLET-I1,X,350114768009378510,350114768009378510,350114768009378510,11049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42670953,1,,,,,NE00,BP,,12,CS,,34-008-5,20241002,,20250630,,,350114768009378510,350114768009378510,350114768009378510,11050,11049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-008-6,,,,NPALLET-I1,X,376130339782730406,376130339782730406,376130339782730406,11051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9336,NE00,BP,4204080621,1,,,,,NE00,BP,,60,CS,,34-008-6,20241002,,20260722,,,376130339782730406,376130339782730406,376130339782730406,11052,11051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-008-7,,,,NPALLET-I1,X,350114768009116686,350114768009116686,350114768009116686,11053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9374,NE00,BP,42310953,1,,,,,NE00,BP,,24,CS,,34-008-7,20241009,,20250831,,,350114768009116686,350114768009116686,350114768009116686,11054,11053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-009-2,,,,NPALLET-E1,X,350103471816359521,350103471816359521,350103471816359521,11055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7952,NE00,BP,41960810B2,1,,,,,NE00,BP,,4,CS,,34-009-2,20240820,,20250714,,,350103471816359521,350103471816359521,350103471816359521,11056,11055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-009-3,,,,NPALLET-I1,X,376130308202800777,376130308202800777,376130308202800777,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42081042H,1,,,,,NE00,BP,,320,CS,,34-009-3,20241001,,20250731,,,376130308202800777,376130308202800777,376130308202800777,11058,11057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-009-4,,,,NPALLET-I1,X,350114768009121512,350114768009121512,350114768009121512,11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42320953,1,,,,,NE00,BP,,24,CS,,34-009-4,20240926,,20250831,,,350114768009121512,350114768009121512,350114768009121512,11060,11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-009-5,,,,NPALLET-I1,X,350114768009120874,350114768009120874,350114768009120874,11061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9854,NE00,BP,42310953,1,,,,,NE00,BP,,24,CS,,34-009-5,20240919,,20250831,,,350114768009120874,350114768009120874,350114768009120874,11062,11061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-009-6,,,,NPALLET-I1,X,387150004653869713,387150004653869713,387150004653869713,11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9168,NE00,BP,42260346AC,1,,,,,NE00,BP,,60,CS,,34-009-6,20241002,,20260831,,,387150004653869713,387150004653869713,387150004653869713,11064,11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-009-7,,,,NPALLET-I1,X,350114768008975178,350114768008975178,350114768008975178,11065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9217,NE00,BP,42050953,1,,,,,NE00,BP,,24,CS,,34-009-7,20241004,,20250430,,,350114768008975178,350114768008975178,350114768008975178,11066,11065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-010-2,,,,NPALLET-I1,X,350103471812504727,350103471812504727,350103471812504727,11067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10941,NE00,BP,33149722AB,1,,,,,NE00,BP,,1,CS,,34-010-2,20231229,,20250110,,,350103471812504727,350103471812504727,350103471812504727,11068,11067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-010-4,,,,NPALLET-I1,X,350103475120227378,350103475120227378,350103475120227378,11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8475,NE00,BP,42324826,1,,,,,NE00,BP,,160,CS,,34-010-4,20240827,,20250831,,,350103475120227378,350103475120227378,350103475120227378,11070,11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-010-5,,,,NPALLET-I1,X,376130366330349247,376130366330349247,376130366330349247,11071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10435,NE00,BP,42379690Y1,1,,,,,NE00,BP,,182,CS,,34-010-5,20240918,,20260228,,,376130366330349247,376130366330349247,376130366330349247,11072,11071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-010-6,,,,NPALLET-I1,X,376130308202800937,376130308202800937,376130308202800937,11073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42061042H,1,,,,,NE00,BP,,320,CS,,34-010-6,20241001,,20250731,,,376130308202800937,376130308202800937,376130308202800937,11074,11073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-010-7,,,,NPALLET-I1,X,350114768008975161,350114768008975161,350114768008975161,11075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9217,NE00,BP,42050953,1,,,,,NE00,BP,,24,CS,,34-010-7,20241004,,20250430,,,350114768008975161,350114768008975161,350114768008975161,11076,11075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-011-2,,,,NPALLET-E1,X,376130308202589610,376130308202589610,376130308202589610,11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10952,NE00,BP,2362670,8,,,,,NE00,BP,,24,CS,,34-011-2,20240115,,20251031,,,376130308202589610,376130308202589610,376130308202589610,11078,11077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-011-3,,,,NPALLET-I1,X,340055007942821608,340055007942821608,340055007942821608,11079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7901,NE00,BP,41900742C1,1,,,,,NE00,BP,,150,CS,,34-011-3,20240911,,20250708,,,340055007942821608,340055007942821608,340055007942821608,11080,11079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-011-4,,,,NPALLET-E1,X,087139750000020356,087139750000020356,087139750000020356,11081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9303,NE00,BP,2467105,1,,,,,NE00,BP,,81,CS,,34-011-4,20240911,,20270630,,,087139750000020356,087139750000020356,087139750000020356,11082,11081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-011-5,,,,NPALLET-I1,X,350114768008838497,350114768008838497,350114768008838497,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9374,NE00,BP,41850953,1,,,,,NE00,BP,,24,CS,,34-011-5,20240729,,20250731,,,350114768008838497,350114768008838497,350114768008838497,11084,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-011-6,,,,NPALLET-I1,X,376130308202800920,376130308202800920,376130308202800920,11085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42061042H,1,,,,,NE00,BP,,320,CS,,34-011-6,20241001,,20250731,,,376130308202800920,376130308202800920,376130308202800920,11086,11085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-011-7,,,,NPALLET-I1,X,350114768008974744,350114768008974744,350114768008974744,11087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9217,NE00,BP,42050953,1,,,,,NE00,BP,,24,CS,,34-011-7,20241004,,20250430,,,350114768008974744,350114768008974744,350114768008974744,11088,11087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-012-3,,,,NPALLET-I1,X,376130308202805772,376130308202805772,376130308202805772,11089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11002,NE00,BP,3059969051,1,,,,,NE00,BP,,260,CS,,34-012-3,20241008,,20250228,,,376130308202805772,376130308202805772,376130308202805772,11090,11089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-012-4,,,,NPALLET-I1,X,340004875640880229,340004875640880229,340004875640880229,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10362,NE00,BP,42290695,1,,,,,NE00,BP,,115,CS,,34-012-4,20240828,,20250831,,,340004875640880229,340004875640880229,340004875640880229,11092,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-012-5,,,,NPALLET-I1,X,387142530450337274,387142530450337274,387142530450337274,11093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10888,NE00,BP,4065635,1,,,,,NE00,BP,,80,CS,,34-012-5,20240911,,20270930,,,387142530450337274,387142530450337274,387142530450337274,11094,11093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-012-6,,,,NPALLET-I1,X,376130308202800715,376130308202800715,376130308202800715,11095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42121042H,1,,,,,NE00,BP,,320,CS,,34-012-6,20241001,,20250731,,,376130308202800715,376130308202800715,376130308202800715,11096,11095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-012-7,,,,NPALLET-I1,X,350114768009378503,350114768009378503,350114768009378503,11097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10906,NE00,BP,42670953,1,,,,,NE00,BP,,12,CS,,34-012-7,20241002,,20250630,,,350114768009378503,350114768009378503,350114768009378503,11098,11097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-013-2,,,,NPALLET-I1,X,350103471816381591,350103471816381591,350103471816381591,11099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9758,NE00,BP,42204826,1,,,,,NE00,BP,,6,CS,,34-013-2,20240822,,20250331,,,350103471816381591,350103471816381591,350103471816381591,11100,11099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-013-4,,,,NPALLET-I1,X,340055003273100153,340055003273100153,340055003273100153,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8167,NE00,BP,42397016A,1,,,,,NE00,BP,,192,CS,,34-013-4,20241008,,20250831,,,340055003273100153,340055003273100153,340055003273100153,11102,11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-013-5,,,,NPALLET-I1,X,350018900021413191,350018900021413191,350018900021413191,11103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42063156,1,,,,,NE00,BP,,18,CS,,34-013-5,20241009,,20250731,,,350018900021413191,350018900021413191,350018900021413191,11104,11103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-013-7,,,,NPALLET-I1,X,350114768009305721,350114768009305721,350114768009305721,11105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9857,NE00,BP,42590953,1,,,,,NE00,BP,,50,CS,,34-013-7,20241004,,20250930,,,350114768009305721,350114768009305721,350114768009305721,11106,11105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,34-014-2,,,,NPALLET-E1,X,376130308202600513,376130308202600513,376130308202600513,11107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10950,NE00,BP,2362222,8,,,,,NE00,BP,,1,CS,,34-014-2,20240201,,20251031,,,376130308202600513,376130308202600513,376130308202600513,11108,11107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-014-3,,,,NPALLET-I1,X,340055003273100177,340055003273100177,340055003273100177,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8167,NE00,BP,42397016A,1,,,,,NE00,BP,,192,CS,,34-014-3,20241008,,20250831,,,340055003273100177,340055003273100177,340055003273100177,11110,11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-014-4,,,,NPALLET-I1,X,376130355103773648,376130355103773648,376130355103773648,11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9881,NE00,BP,42080948,1,,,,,NE00,BP,,6,CS,,34-014-4,20240911,,20250331,,,376130355103773648,376130355103773648,376130355103773648,11112,11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-014-5,,,,NPALLET-I1,X,384101002224960268,384101002224960268,384101002224960268,11113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9189,NE00,BP,419802910,1,,,,,NE00,BP,,128,CS,,34-014-5,20240903,,20260131,,,384101002224960268,384101002224960268,384101002224960268,11114,11113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-014-6,,,,NPALLET-I1,X,350114768008837124,350114768008837124,350114768008837124,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9374,NE00,BP,41850953,1,,,,,NE00,BP,,24,CS,,34-014-6,20240729,,20250731,,,350114768008837124,350114768008837124,350114768008837124,11116,11115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-014-7,,,,NPALLET-I1,X,350114768009288512,350114768009288512,350114768009288512,11117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8655,NE00,BP,42570953,1,,,,,NE00,BP,,24,CS,,34-014-7,20241004,,20250630,,,350114768009288512,350114768009288512,350114768009288512,11118,11117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-015-3,,,,NPALLET-I1,X,376130442230833106,376130442230833106,376130442230833106,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10904,NE00,BP,42550358,1,,,,,NE00,BP,,186,CS,,34-015-3,20241004,,20250630,,,376130442230833106,376130442230833106,376130442230833106,11120,11119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-015-4,,,,NPALLET-I1,X,350103471909213051,350103471909213051,350103471909213051,11121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42121042H,1,,,,,NE00,BP,,320,CS,,34-015-4,20241011,,20250731,,,350103471909213051,350103471909213051,350103471909213051,11122,11121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-015-5,,,,NPALLET-I1,X,376130340111458397,376130340111458397,376130340111458397,11123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10569,NE00,BP,42369718G0,1,,,,,NE00,BP,,160,CS,,34-015-5,20240911,,20260228,,,376130340111458397,376130340111458397,376130340111458397,11124,11123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-015-6,,,,NPALLET-I1,X,376130308202763034,376130308202763034,376130308202763034,11125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8516,NE00,BP,42244182,1,,,,,NE00,BP,,6,CS,,34-015-6,20240814,,20250430,,,376130308202763034,376130308202763034,376130308202763034,11126,11125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-015-7,,,,NPALLET-I1,X,350103475160037357,350103475160037357,350103475160037357,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9776,NE00,BP,42673451,1,,,,,NE00,BP,,25,CS,,34-015-7,20241009,,20250831,,,350103475160037357,350103475160037357,350103475160037357,11128,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-016-3,,,,NPALLET-I1,X,340055007942820502,340055007942820502,340055007942820502,11129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7901,NE00,BP,41900742C1,1,,,,,NE00,BP,,150,CS,,34-016-3,20240911,,20250708,,,340055007942820502,340055007942820502,340055007942820502,11130,11129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-016-4,,,,NPALLET-I1,X,350114768008837094,350114768008837094,350114768008837094,11131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9374,NE00,BP,41850953,1,,,,,NE00,BP,,24,CS,,34-016-4,20240729,,20250731,,,350114768008837094,350114768008837094,350114768008837094,11132,11131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-016-5,,,,NPALLET-I1,X,376130308202811766,376130308202811766,376130308202811766,11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9862,NE00,BP,42600953,1,,,,,NE00,BP,,20,CS,,34-016-5,20241011,,20250930,,,376130308202811766,376130308202811766,376130308202811766,11134,11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-016-6,,,,NPALLET-I1,X,350114768008316933,350114768008316933,350114768008316933,11135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9344,NE00,BP,41260953,1,,,,,NE00,BP,,20,CS,,34-016-6,20241010,,20250531,,,350114768008316933,350114768008316933,350114768008316933,11136,11135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-016-7,,,,NPALLET-I1,X,350114768009288505,350114768009288505,350114768009288505,11137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8655,NE00,BP,42570953,1,,,,,NE00,BP,,24,CS,,34-016-7,20241004,,20250630,,,350114768009288505,350114768009288505,350114768009288505,11138,11137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-017-2,,,,NPALLET-I1,X,376130308202805246,376130308202805246,376130308202805246,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9620,NE00,BP,40961012,8,,,,,NE00,BP,,3,CS,,34-017-2,20241007,,20250131,,,376130308202805246,376130308202805246,376130308202805246,11140,11139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-017-3,,,,NPALLET-I1,X,350103450030217572,350103450030217572,350103450030217572,11141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8511,NE00,BP,42199722BB,1,,,,,NE00,BP,,96,CS,,34-017-3,20240911,,20250630,,,350103450030217572,350103450030217572,350103450030217572,11142,11141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-017-4,,,,NPALLET-I1,X,340004875641025483,340004875641025483,340004875641025483,11143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10187,NE00,BP,42650695,1,,,,,NE00,BP,,92,CS,,34-017-4,20241004,,20250930,,,340004875641025483,340004875641025483,340004875641025483,11144,11143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-017-5,,,,NPALLET-I1,X,376130308202800555,376130308202800555,376130308202800555,11145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9638,NE00,BP,42051042D,1,,,,,NE00,BP,,320,CS,,34-017-5,20241001,,20250731,,,376130308202800555,376130308202800555,376130308202800555,11146,11145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,34-018-5,,,,NPALLET-I1,X,350103471662980900,350103471662980900,350103471662980900,11147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9557,NE00,BP,42481012,1,,,,,NE00,BP,,375,CS,,34-018-5,20241003,,20250731,,,350103471662980900,350103471662980900,350103471662980900,11148,11147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
